"","company_name","investor_name"
"3004","BoxMySpace","Ritesh Veera"
"3005","BoxMySpace","Singapore Angel Network"
"3006","Boyd Corp","Genstar Capital"
"3007","Bracket Computing","Allegis Capital"
"3008","Bracket Computing","Andreessen Horowitz"
"3009","Bracket Computing","ARTIS Ventures"
"3010","Bracket Computing","Columbus Nova Technology Partners"
"3011","Bracket Computing","Fidelity Management and Research Company"
"3012","Bracket Computing","GE"
"3013","Bracket Computing","Goldman Sachs"
"3014","Bracket Computing","Norwest Venture Partners - NVP"
"3015","Bracket Computing","Qualcomm"
"3016","Bracket Computing","Sutter Hill Ventures"
"3017","Braclet","Energy Foundry"
"3018","Brad’s Raw Foods","Corigin Ventures"
"3019","Brad’s Raw Foods","Pergament LOHAS Fund"
"3020","BragBet","Wayra"
"3021","BrainBot","SOSV"
"3022","BrainCheck","TMCx Accelerator"
"3023","BrainSINS","Alantis Capital"
"3024","Brainspace Corporation","Medina Capital"
"3025","BrainStorm, Inc.","Jeremy Andrus"
"3026","BrainStorm, Inc.","Kickstart Seed Fund"
"3027","Branch Metrics","Ben Narasin"
"3028","Branch Metrics","Cowboy Ventures"
"3029","Branch Metrics","Marc Bell Ventures"
"3030","Branch Metrics","New Enterprise Associates"
"3031","Branch Metrics","Pejman Mar Ventures"
"3032","Branch Metrics","TriplePoint Capital"
"3033","Branch Metrics","Zach Coelius"
"3034","Branch8","Amasia"
"3035","Brand.ai","Techstars"
"3036","Brandfolder","White Cedar Enterprises"
"3037","Brands Of","DC Ventures"
"3038","Brandtale","Lerer Hippeau Ventures"
"3039","Brandtale","Vayner/RSE"
"3040","Brandtone","Ares Capital Corporation"
"3041","Brandtone","Syngenta Ventures"
"3042","Brandtone","Unilever Ventures"
"3043","Brandtone","Verlinvest"
"3044","Brandtone","Vision+"
"3045","BrandVee","Collider"
"3046","BrandVee","Seedrs"
"3047","Brandwatch","Highland Capital Partners Europe"
"3048","Brandwatch","Nauta Capital"
"3049","Brandwatch","Partech Ventures"
"3050","Brandwood Global","Larry Weier"
"3051","Brandwood Global","Menlo Technologies"
"3052","Brandwood Global","Stephanie Weier"
"3053","Brasil Ozônio","Bozano Investimentos"
"3054","Brayola","HDS Capital"
"3055","Brazen","Kegonsa Capital Partners"
"3056","Brazen","Militello Capital"
"3057","Brazen","Osage Venture Partners"
"3058","Brazen","Randstad Innovation Fund"
"3059","Bread","Bessemer Venture Partners"
"3060","Bread","RRE Ventures"
"3061","Breather","Real Ventures"
"3062","Breather","RRE Ventures"
"3063","Breather","Slow Ventures"
"3064","Breather","SOSV"
"3065","Breather","Valar Ventures"
"3066","Breezie","Angel Investors"
"3067","Breezie","Ziegler-LinkAge Longevity Fund"
"3068","BreezoMeter","Entree Capital"
"3069","BreezoMeter","Launchpad Digital Health"
"3070","BreezoMeter","SeedIL Investment Club"
"3071","Brent Technologies","Fledge"
"3072","Brevo","Social Starts"
"3073","Brickstream","Trinity Capital Investment"
"3074","BrickVest","Global Founders Capital"
"3075","Bricoprivé.com","Ardian"
"3076","brideasmart","Altos Ventures"
"3077","Bridestory","East Ventures"
"3078","Bridestory","Fenox Venture Capital"
"3079","Bridestory","Rocket Internet"
"3080","Bridestory","Skystar Capital"
"3081","Bridestory","Sovereign’s Capital"
"3082","Bridestory","Venturra Capital"
"3083","Bridg","500 Startups"
"3084","Bridg","Baroda Ventures"
"3085","Bridg","Karlin Ventures"
"3086","Bridg","March Capital Partners"
"3087","Bridge2 Solutions","Horizon Technology Finance"
"3088","Bridgefy","Chilango Ventures"
"3089","Bridgefy","Darling Ventures"
"3090","Bridgefy","Startup Mexico"
"3091","BridgeU","Deborah Quazzo"
"3092","BridgeU","Fresco Capital"
"3093","BridgeU","Jonnie Goodwin"
"3094","BridgeU","Octopus Investments"
"3095","BridgeU","Seedcamp"
"3096","Briefing Media","Lyceum Capital"
"3097","Brigge Technologies","The Chennai Angels"
"3098","BRIGHT","Felicis Ventures"
"3099","BRIGHT","First Round"
"3100","BRIGHT","Max Levchin"
"3101","BRIGHT","Patrick Collison"
"3102","BRIGHT","Y Combinator"
"3103","Bright Cellars","Angels on the Water"
"3104","Bright Cellars","BrightStar Wisconsin Foundation"
"3105","Bright Cellars","CSA Partners LLC"
"3106","Bright Cellars","gener8tor"
"3107","Bright Funds","Aspiration Growth"
"3108","Bright Funds","Bloomberg Beta"
"3109","Bright Funds","Frank Yeary"
"3110","Bright Funds","Godfrey Sullivan"
"3111","Bright Funds","Michael Tedesco"
"3112","Bright Funds","Wellspring Growth Partners"
"3113","Bright.md","Brendan Wallace"
"3114","Bright.md","Oregon Angel Fund"
"3115","Bright.md","Seven Peaks Ventures"
"3116","Bright.md","StartX"
"3117","BrightBytes","Bessemer Venture Partners"
"3118","BrightBytes","Insight Venture Partners"
"3119","BrightBytes","Learn Capital"
"3120","BrightBytes","Rethink Education"
"3121","BrightCurrent, Inc","Better Ventures"
"3122","BrightFarms","Emil Capital Partners"
"3123","BrightFarms","NGEN Partners"
"3124","BrightFarms","WP Global Partners"
"3125","BrightFunnel","Bloomberg Beta"
"3126","BrightFunnel","Crosslink Capital"
"3127","BrightFunnel","Karlin Ventures"
"3128","BrightFunnel","Resolute Ventures"
"3129","BrightFunnel","Salesforce Ventures"
"3130","brightup","Microsoft Ventures"
"3131","brightwheel","Crosslink Capital"
"3132","brightwheel","Eniac Ventures"
"3133","brightwheel","Golden Venture Partners"
"3134","brightwheel","Red Swan Ventures"
"3135","brightwheel","RRE Ventures"
"3136","brightwheel","Sherpa Capital"
"3137","Brilliant Bicycles","Andy Dunn"
"3138","Brilliant Bicycles","Aspiration Growth"
"3139","Brilliant Bicycles","Brand Foundry Ventures"
"3140","Brilliant Bicycles","Bryan Wolff"
"3141","Brilliant Bicycles","Great Oaks Venture Capital"
"3142","Brilliant Bicycles","RRE Ventures"
"3143","Bringhub","BAM Ventures"
"3144","Bringhub","Bill Budinger"
"3145","Bringhub","Canyon Creek Capital"
"3146","Bringhub","Capital Union Investments"
"3147","Bringhub","Clark Landry"
"3148","Bringhub","PreAngel"
"3149","Brisk Synergies","Accelerator Centre"
"3150","Bristlecone Holdings","SenaHill Partners"
"3151","Bristlr","Ignite Accelerator"
"3152","Brit + Co","DMGT"
"3153","Brit + Co","FF Angel LLC"
"3154","Brit + Co","Intel Capital"
"3155","Brit + Co","Jim Fielding"
"3156","Brit + Co","Liberty Media"
"3157","Brit + Co","Oak Capital"
"3158","Brite Semiconductor","Gobi Partners"
"3159","Brite Semiconductor","Norwest Venture Partners - NVP"
"3160","Brite Solar","Startupbootcamp"
"3161","Bro4u.com","Sargod Ventures"
"3162","Broex.in","Lightspeed Venture Partners"
"3163","Brosa","AirTree Ventures"
"3164","BTCexpress","L&L"
"3165","BTCS","Charles Allen"
"3166","BTCS","Charlie Kiser"
"3167","BTCS","Michal Handerhan"
"3168","bttn","Jari Ovaskainen"
"3169","bttn","Tekes"
"3170","bubl","J-Tech Capital"
"3171","bubl","Samsung Ventures"
"3172","BucketFeet","Gordon Segal"
"3173","BucketFeet","Jumpstart Ventures"
"3174","BucketFeet","Lakewest Venture Partners"
"3175","BucketFeet","Wintrust Financial"
"3176","Bucmi","Wayra"
"3177","Budbee","Daniel Pilotti"
"3178","Budbee","Karl-Johan Persson"
"3179","Budbee","Sebastian Siemiatkowski"
"3180","Budbee","Victor Jacobsson"
"3181","Buddie","Social Starts"
"3182","BuddyBounce","Wayra"
"3183","Buddytruk","Winklevoss Capital"
"3184","BudgetBakers.com","StartupYard"
"3185","Budo Finder","Eleven"
"3186","Budz","Bunkum & Balderdash Venture Partners"
"3187","Bugcrowd","Blackbird Ventures (Australia)"
"3188","Bugcrowd","Costanoa Venture Capital"
"3189","Bugcrowd","Paladin Capital Group"
"3190","Bugcrowd","Rally Ventures"
"3191","BugEater Labs","Invest Nebraska"
"3192","BugEater Labs","NMotion"
"3193","Bugsnag","Benchmark"
"3194","Buguroo","Inveready Technology Investment Group"
"3195","BuildASign.com","PWP Growth Equity"
"3196","Building Energy","Lighter Capital"
"3197","Building Radar","FOUNDER.org"
"3198","Building Radar","Viessmann"
"3199","buildingconnected","Bee Partners"
"3200","buildingconnected","Brick & Mortar Ventures"
"3201","buildingconnected","Crosslink Capital"
"3202","buildingconnected","Darren Bechtel"
"3203","buildingconnected","Eric Schiermeyer"
"3204","buildingconnected","Freestyle Capital"
"3205","buildingconnected","Homebrew"
"3206","buildingconnected","Kris Gale"
"3207","buildingconnected","Zachary Aarons"
"3208","BuildUp","UpWest Labs"
"3209","BuildZoom","Formation 8"
"3210","BuildZoom","Founders Fund"
"3211","Bukalapak","Emtek"
"3212","Bukalapak","QueensBridge Venture Partners"
"3213","Bulkist","Black Sheep Capital"
"3214","Bulkist","MIRIN CAPITAL"
"3215","Bulletproof Executive","Trinity Ventures"
"3216","Bunchcut","Entrepreneurs Roundtable Accelerator"
"3217","Bundle","Startupbootcamp Amsterdam"
"3218","Burger Singh","Ashvin Chadha"
"3219","Burger Singh","Avtar Monga"
"3220","Burger Singh","Dheeraj Jain"
"3221","Burger Singh","Udaan Angel Partners"
"3222","Burning Glass Technologies","Providence Equity Partners"
"3223","Burpple","SPH Media Fund"
"3224","Burpple","Tembusu Partners"
"3225","Burpple","Triumph Capital"
"3226","Burst","Collider"
"3227","burstIQ","PV Ventures"
"3228","Buscador - Safe Hiking App","Eleven"
"3229","Busfor","Chernovetskyi Investment Group"
"3230","Business Agent","Angels Den"
"3231","Business Insider","Axel Springer Digital Ventures Inc."
"3232","Business Insider","Jeff Bezos"
"3233","Busuu","McGraw-Hill Education"
"3234","Butchers & Bicycles","North-East Venture"
"3235","Button","Atlas Venture"
"3236","Button","DCM"
"3237","Button","Fabrice Grinda"
"3238","Button","Greycroft Partners"
"3239","Button","Jose Marin"
"3240","Button","Redpoint Ventures"
"3241","Button","Slow Ventures"
"3242","Button","Vayner/RSE"
"3243","BUX","Initial Capital"
"3244","BUX","Silicon Valley Bank"
"3245","buy-sell-rent.asia","Wladimir Baranoff-Rossine"
"3246","Buyapowa","Bright Station Ventures"
"3247","Buyapowa","Juno Capital"
"3248","BuyerQuest","First Analysis"
"3249","BuyerQuest","The Argentum Group"
"3250","BuyFresco","Danka Capital"
"3251","BuyFresco","Daruan VC"
"3252","BuyHatke","Beenos Partners"
"3253","BuyHatke","Kris Gopalakrishnan"
"3254","Buying Butler","Microsoft Ventures"
"3255","BuzzFeed","NBC Universal"
"3256","Buzzmove","Wayra"
"3257","Buzzoole","Alessandro Rivetti"
"3258","Buzzoole","Custodi di successo"
"3259","Buzzoole","Digital Magics"
"3260","Buzzoole","Expert System"
"3261","Buzzoole","Gianmarco Lanese"
"3262","Buzzoole","Giulio Mario Limongelli"
"3263","Buzzoole","Nader Sabbaghian"
"3264","ByeBuy","Global Founders Capital"
"3265","ByeBuy","Hannover Innovation Fund"
"3266","ByeBuy","KRW Schindler Private Ventures"
"3267","ByeBuy","Main Incubator"
"3268","ByeBuy","Seedcamp"
"3269","Bykart Software","Accelerator Centre"
"3270","Byline","Jaewoong Lee"
"3271","Byline","Nicolas Berggruen"
"3272","C Channel","Asobi System"
"3273","C Channel","B Dash Ventures"
"3274","C Channel","GMO VenturePartners"
"3275","C Channel","GREE"
"3276","C Channel","iStyle Inc."
"3277","C Channel","Mark Corporation"
"3278","C Channel","Nexyz"
"3279","C Channel","Rakuten"
"3280","C1X","Innovative Ventures Fund Investment L.P. (Japan)"
"3281","C1X","Mobile Internet Capital"
"3282","C1X","Mynavi"
"3283","C1X","UTEC- University of Tokyo Edge Capital"
"3284","C2FO","Mithril Capital Management"
"3285","C2FO","OPENAIR Equity Partners"
"3286","C2FO","Summerhill Venture Partners"
"3287","C2FO","Temasek Holdings"
"3288","C2FO","Tiger Global Management"
"3289","C2FO","Union Square Ventures"
"3290","C4Q (Coalition for Queens)","Alexis Ohanian"
"3291","C4Q (Coalition for Queens)","Google for Entrepreneurs"
"3292","C4Q (Coalition for Queens)","Robin Hood Foundation"
"3293","C4Q (Coalition for Queens)","The Blackstone Group"
"3294","C4Q (Coalition for Queens)","Verizon Communications"
"3295","Caarly","Wavemaker Partners"
"3296","CabEasy","Carma Axlr8r"
"3297","CabEasy","SOSV"
"3298","Cabforce","Finnvera Venture Capital"
"3299","Cabify","Black Vine"
"3300","Cabify","Brendan Wallace"
"3301","Cabify","Rakuten"
"3302","Cabify","Seaya Ventures"
"3303","Cablato","Touker Suleyman"
"3304","Cacco Inc.","Mizuho Venture Capital"
"3305","Cacco Inc.","SMBC Venture Capital"
"3306","Cadence Biomedical","BioPacific Ventures"
"3307","Cadence Biomedical","Frontier Angel Fund"
"3308","Cadence Biomedical","HealthTech Capital"
"3309","CadFaster","Finnvera Venture Capital"
"3310","CadFaster","Private Investors"
"3311","CADRE","General Catalyst Partners"
"3312","CADRE","Kevin Colleran"
"3313","CADRE","Lakestar"
"3314","CADRE","Sherpa Capital"
"3315","CADRE","Slow Ventures"
"3316","CADRE","Thrive Capital"
"3317","Caeden, Inc.","Brand Foundry Ventures"
"3318","Caeden, Inc.","Cherubic Ventures"
"3319","Caeden, Inc.","Innovation Works"
"3320","Caeden, Inc.","Rock Health"
"3321","Caeden, Inc.","Samothrace Partners"
"3322","caesarea james","None"
"3323","CafeX Communications","Illuminate Ventures"
"3324","CafeX Communications","Intel Capital"
"3325","CafeX Communications","USAA"
"3326","Calcivis","Archangel Global Investors"
"3327","Calcivis","Scottish Investment Bank"
"3328","Caldan Therapeutics","Eli Lilly"
"3329","Caldan Therapeutics","Epidarex Capital"
"3330","Caldan Therapeutics","Scottish Enterprise"
"3331","Caldan Therapeutics","Scottish Investment Bank"
"3332","Calhoun Vision","Balance Point Capital Partners"
"3333","Calhoun Vision","H.I.G. BioVentures"
"3334","Calhoun Vision","Longitude Capital"
"3335","Calhoun Vision","RA Capital Management"
"3336","Califia Farms","Stripes Group"
"3337","Calimmune","Alexandria Venture"
"3338","Calimmune","RA Capital Healthcare"
"3339","Calimmune","Translational Accelerator"
"3340","Caliroots","eEquity"
"3341","Caliroots","Verdane Capital Advisors"
"3342","Calixar","Groupe Siparex"
"3343","Calixar","ING Direct España"
"3344","Calixar","Veymont Participations"
"3345","Call Levels","500 Startups"
"3346","Call Levels","Boon Hwee Koh"
"3347","Call Levels","Dave McClure"
"3348","Call Levels","Khailee Ng"
"3349","Call Levels","Timothy Teo"
"3350","Caller Zen","XSeed Capital"
"3351","CallFixie","SEGNEL Ventures"
"3352","Callinize","Geekdom Fund I L.P."
"3353","Callinize","Techstars"
"3354","CallMiner","Florida Growth Fund"
"3355","CallMiner","Intersouth Partners"
"3356","CallMiner","NewSpring Capital"
"3357","CallMiner","NewSpring Growth Capital"
"3358","CallMiner","Sigma Partners"
"3359","CallRail","Jim Armstrong"
"3360","CallRail","Lance Weatherby"
"3361","CallRail","Reggie Bradford"
"3362","CallRail","Todd Belfer"
"3363","CallRail","Tycho Howle"
"3364","CallRail","Wain Kellum"
"3365","Calon Cardio-Technology Ltd","SyndicateRoom"
"3366","Calporta Therapeutics","Avalon Ventures"
"3367","Calporta Therapeutics","GSK Venture Fund"
"3368","CalStar Products","Foundation Capital"
"3369","Calysta Energy","AquaSpark"
"3370","Calysta Energy","Walden Riverwood Ventures"
"3371","Cambridge CMOS Sensors","Parkwalk Advisors Ltd"
"3372","Cambridge Consultants","Barclays Investment Bank"
"3373","Cambridge Quantum Computing Limited","Alberto Chang Rajii"
"3374","Camnutra Limited","SyndicateRoom"
"3375","Camp Native","9Mile Labs"
"3376","Camp Native","Alliance of Angels"
"3377","Camp Native","Elmspring Accelerator"
"3378","Campanda","Accel"
"3379","Campanda","Atlantic Labs"
"3380","Campanda","b-to-v Partners AG"
"3381","Campanda","Ecomobility Ventures"
"3382","Campanda","Groupe Arnault"
"3383","Campanda","Ringier Digital AG"
"3384","Campanda","Scentan Ventures"
"3385","Campless","Detroit Venture Partners"
"3386","CampoRico","NGP Energy Capital Management"
"3387","CampoRico","NGP Global Agribusiness Partners"
"3388","Campr","Idealabs"
"3389","Campus Quad","ICG Ventures"
"3390","Campus Steps","OCA Ventures"
"3391","Campus Steps","Rincon Venture Partners"
"3392","Campus Steps","Vicente Capital Partners"
"3393","CampusLogic","Arizona Tech Investors"
"3394","CampusLogic","Clate Mask"
"3395","CampusLogic","Continental Investors"
"3396","CampusLogic","Deborah Quazzo"
"3397","CampusLogic","Desert Angels"
"3398","CampusLogic","Great Lakes Higher Education Corporation"
"3399","CampusLogic","Gregg Scoresby"
"3400","CampusLogic","Hamid Shojaee"
"3401","CampusLogic","Mario Martinez II"
"3402","CampusLogic","Matthew Pittinsky"
"3403","CampusLogic","Select Venture Partners"
"3404","CampusLogic","Sid Krommenhoek"
"3405","CampusLogic","Skip Miller"
"3406","CampusLogic","University Ventures"
"3407","CampusLogic","Walter H. Barandiaran"
"3408","CampusTap","Bob DeMaria"
"3409","CampusTap","Douglas Leighton"
"3410","CampusTap","Dutchess Opportunity Fund"
"3411","Camras Vision","Charlotte Angel Fund"
"3412","CAN Capital","Wells Fargo Capital"
"3413","CanadaStays.com","HomeAway"
"3414","CanadaStays.com","Torstar Corporation"
"3415","Canadian Solar","Deutsche Bank"
"3416","Canary","Cota Capital"
"3417","Canary","Flextronics International"
"3418","Canary","Khosla Ventures"
"3419","Canary","Two Sigma Ventures"
"3420","Canary","Walden Riverwood Ventures"
"3421","Canary","WTI"
"3422","Candy Jar","Techstars"
"3423","Candy Lab","Blue Startups"
"3424","Canopy","Cofounders Capital"
"3425","Canopy","Great Oaks Venture Capital"
"3426","Canopy","IDEA Fund Partners"
"3427","Canopy","Lowe’s"
"3428","Canopy Tax","Deep Fork Capital"
"3429","Canopy Tax","EPIC Ventures"
"3430","Canopy Tax","New Enterprise Associates"
"3431","Cantaloupe Systems","Foundation Capital"
"3432","Canva","AirTree Ventures"
"3433","Canva","Blackbird Ventures"
"3434","Canva","Felicis Ventures"
"3435","Canva","Matrix Partners"
"3436","Canva","Owen Wilson"
"3437","Canva","Shasta Ventures"
"3438","Canva","Vayner/RSE"
"3439","Canva","Woody Harrelson"
"3440","CanvasFilp","Bessemer Venture Partners"
"3441","Capcom","Omnes Capital"
"3442","Capcom groupe","Omnes Capital"
"3443","Cape Productions","Commercial Drone Fund"
"3444","Cape Productions","Madrona Venture Group"
"3445","Cape Productions","New Enterprise Associates"
"3446","Cape Productions","S-Cubed Capital"
"3447","Cape Productions","XSeed Capital"
"3448","Capillary Technologies","Norwest Venture Partners - NVP"
"3449","Capillary Technologies","Sequoia Capital"
"3450","Capillary Technologies","Warburg Pincus"
"3451","Capital Float","Aspada"
"3452","Capital Float","SAIF Partners"
"3453","Capital Float","Sequoia Capital"
"3454","Capital Match","CE Tech Invest"
"3455","Capital Match","Crystal Horse Investments"
"3456","Capital Match","Innosight Ventures"
"3457","Capital Vision Services","Altas Partners"
"3458","Capital Vision Services","Caisse de Depot et Placement du Quebec"
"3459","Capitalise","StageOne Ventures"
"3460","CapriCoast","Accel"
"3461","Capsenta","Houston Angel Network"
"3462","Capsos Medical","AIB Seed Capital Fund"
"3463","Captify","Smedvig Capital"
"3464","Captio","Kibo Ventures"
"3465","Captio","Telegraph Hill Capital"
"3466","Captiv8","Social Starts"
"3467","Captive Media","London Business Angels"
"3468","Captive Media","London Co-Investment Fund"
"3469","Capy Inc.","Microsoft Ventures"
"3470","Car Next Door","Investible.com"
"3471","Car Next Door","Trevor Folsom"
"3472","Car Quids","Seedcamp"
"3473","Car Throttle","Ned Cranborne"
"3474","Car Throttle","Passion Capital"
"3475","Car Throttle","Redalpine Venture Partners"
"3476","Car Throttle","Richard Fearn"
"3477","Car Throttle","Shan Drummond"
"3478","CaratLane","Tiger Global Management"
"3479","Caravan","Bijou Kurien"
"3480","Caravan","Narayan Ramachandran"
"3481","Caravan","Unitus Seed Fund"
"3482","Car­bon Recycl­ing In­ternati­onal","Zhejiang Geely Holding Group"
"3483","Carbon Robotics","Qualcomm Incorporated"
"3484","Carbon Robotics","Techstars"
"3485","Carbon3D","FIS"
"3486","Carbon3D","Google Ventures"
"3487","Carbon3D","Northgate Capital"
"3488","Carbon3D","Reinet Investments S.C.A."
"3489","Carbon3D","Sequoia Capital"
"3490","Carbon3D","Silver Lake Kraftwerk"
"3491","Carbon3D","Yuri Milner"
"3492","CarbonCure Technologies","Pangaea Ventures"
"3493","CarbonCure Technologies","Power Generations, Inc."
"3494","carbonTRACK","Carbon Portfolio"
"3495","carbonTRACK","Wolf Capital"
"3496","Card Isle","Techstars"
"3497","CARD.com","Fenway Summer Ventures"
"3498","CARD.com","Growth Capital Strategy"
"3499","Cardekho","HDFC Bank"
"3500","Cardekho","Hillhouse Capital Group"
"3501","Cardekho","Sequoia Capital"
"3502","Cardekho","Tybourne"
"3503","CardFlight","Atlas Venture"
"3504","CardFlight","ff Venture Capital"
"3505","CardFlight","Frank V. Sica"
"3506","CardFlight","Great Oaks Venture Capital"
"3507","CardFlight","Math Venture Partners"
"3508","CardFlight","Silicon Valley Bank"
"3509","Cardiac Dimensions","Aperture Venture Partners"
"3510","Cardiac Dimensions","Arboretum Ventures"
"3511","Cardiac Dimensions","Life Sciences Partners"
"3512","Cardiac Dimensions","Lumira Capital"
"3513","Cardiac Dimensions","M. H. Carnegie & Co"
"3514","CardiaLen","BELLE Capital"
"3515","CardiaLen","BioGenerator"
"3516","CardiaLen","Cultivation Capital"
"3517","CardiaLen","Heartland Angels"
"3518","CardiaLen","Lambda Fund Management"
"3519","CardiaLen","St. Louis Arch Angels"
"3520","CardiaLen","Twin Cities Angels"
"3521","CardioDiagnostics","BeryTech Fund"
"3522","Cardionomic","Cleveland Clinic"
"3523","Cardionomic","Greatbatch Inc"
"3524","Cardionomic","New Enterprise Associates"
"3525","CardTapp","Alliance of Angels"
"3526","Care at Hand","PCG Public Partnerships"
"3527","Care24","India Quotient"
"3528","CareCloud","Intel Capital"
"3529","CareCloud","Norwest Venture Partners - NVP"
"3530","Careem","Abraaj Group"
"3531","Careem","Lumia Capital"
"3532","Careem","STC Ventures"
"3533","CareerDean","500 Startups"
"3534","CareerDean","GGV Capital"
"3535","CareerDean","GREE Ventures"
"3536","CareerFoundry","Tengelmann Ventures"
"3537","CareGuide","Alex Conconi"
"3538","CareGuide","Bernie Li"
"3539","CareGuide","Dharmesh Shah"
"3540","CareGuide","Karamdeep Nijjar"
"3541","CareGuide","Royal Bank of Canada"
"3542","CareLedger","Social Starts"
"3543","CareLinx","Generator Ventures"
"3544","CareLinx","Ziegler-LinkAge Longevity Fund"
"3545","CAREMAKER","Valeo Group"
"3546","Caremerge","Arsenal Venture Partners"
"3547","Caremerge","Cambia Health Solutions"
"3548","Caremerge","GE Ventures"
"3549","Caremerge","Generator Ventures"
"3550","Caremerge","Ziegler-LinkAge Longevity Fund"
"3551","Caremondo","HV Holtzbrinck Ventures"
"3552","CareMonkey","Evli Bank"
"3553","Carena","Cambia Health Solutions"
"3554","Carena","Catholic Health Initiatives"
"3555","Carena","Martin Ventures"
"3556","Carena","McKesson Ventures"
"3557","Careport Health","500 Startups"
"3558","Careport Health","Andy Palmer"
"3559","Careport Health","Baseline Ventures"
"3560","Careport Health","Converge Venture Partners"
"3561","Careport Health","Excelerate Health Ventures"
"3562","Careport Health","Generator Ventures"
"3563","Careport Health","LaunchCapital"
"3564","CarePredict","Vectr Ventures"
"3565","CareSync","CDH Solutions"
"3566","CareSync","Clearwell Group"
"3567","CareSync","Greycroft Partners"
"3568","CareSync","Harbert Venture Partners"
"3569","CareSync","Merck Global Health Innovation Fund"
"3570","CareSync","Travis Bond"
"3571","CareSync","Tullis Health Investors"
"3572","Cargomatic","Canaan Partners"
"3573","Cargomatic","Fritz Lanman"
"3574","Cargomatic","Hank Vigil"
"3575","Cargomatic","Jason Finger"
"3576","Cargomatic","Michael Pierce"
"3577","Cargomatic","Morado Venture Partners"
"3578","Cargomatic","Nicolas Berggruen"
"3579","Cargomatic","Scott Banister"
"3580","Cargomatic","Sherpa Capital"
"3581","Cargomatic","Structure Capital"
"3582","Cargomatic","SV Angel"
"3583","Cargomatic","Volvo Group Venture Capital"
"3584","Cargomatic","Winklevoss Capital"
"3585","CargoSense","IrishAngels"
"3586","CargoSense","Middleburg Capital Development"
"3587","Caribou Biosciences","Jenny Rooke"
"3588","Caribou Biosciences","Marc Bell Ventures"
"3589","Caribou Biosciences","Novartis"
"3590","Carmell Therapeutics","Innovation Works"
"3591","Carmudi","Asia Pacific Internet Group"
"3592","Carmudi","HV Holtzbrinck Ventures"
"3593","Carmudi","Tengelmann Ventures"
"3594","Carnomise","Startupbootcamp"
"3595","Carobhouse","CRP Companhia de Participações"
"3596","Carpool Arabia","Kima Ventures"
"3597","Carpool Arabia","Mediaquest"
"3598","CarPrice.ru","Alexandr Chernyak"
"3599","CarPrice.ru","Almaz Capital"
"3600","CarPrice.ru","Baring Vostok Capital Partners"
"3601","Carroll Cuisine","The Carlyle Group"
"3602","Carrot Rocket Ltd","WeRocks"
"3603","Carsing","Baird Capital"
"3604","Carsing","Delta Capital"
"3605","Carsome","500 Startups"
"3606","Carsome","IdeaRiverRun"
"3607","Carson Air","Wynnchurch Capital"
"3608","Carson Life","gener8tor"
"3609","Carspring","Mark Jung"
"3610","Carspring","Maximilian Vollenbroich"
"3611","Carspring","Novak Biddle Venture Partners"
"3612","Carspring","Peter Baumgart"
"3613","Carspring","Steve Case"
"3614","Carspring","Ted Leonsis"
"3615","Carspring","ZG Ventures"
"3616","Cartesian Co","Andrey Shirben"
"3617","Cartesian Co","Moisey Uretsky"
"3618","Cartesian Co","Techstars"
"3619","Cartisan","Aprameya Radhakrishna"
"3620","Cartisan","Global Founders Capital"
"3621","Cartisan","Yuvraj Singh"
"3622","Cartiva","New Enterprise Associates"
"3623","Cartiva","Windham Venture Partners"
"3624","CartoDB","Accel"
"3625","CartoDB","Earlybird Venture Capital"
"3626","CartoDB","Kibo Ventures"
"3627","CartoDB","Salesforce Ventures"
"3628","Cartogram","Alliance of Angels"
"3629","Cartogram","Gary Rubens"
"3630","Cartogram","Krishnan Gopalan"
"3631","Cartogram","Paolo Alimonti"
"3632","Cartogram","Param Desai"
"3633","CartSmart","Accelerator Centre"
"3634","CarZumer","NY Investor"
"3635","CarZumer","Ward B. Ozaeta"
"3636","Casamatic","OCEAN Accelerator"
"3637","Casamatic","The Brandery"
"3638","Case","Future Perfect Ventures"
"3639","Case","High Line Venture Partners"
"3640","Case","Rochester Institute of Technology"
"3641","Case","RRE Ventures"
"3642","CaseHub","Downing Ventures"
"3643","Casetext","BoxGroup"
"3644","Casetext","Formation 8"
"3645","Casetext","Ilya Sukhar"
"3646","Casetext","Red Sea Ventures"
"3647","Casetext","Susa Ventures"
"3648","Casetext","Tom Glocer"
"3649","Casetext","Union Square Ventures"
"3650","CaseTrek","Eleven"
"3651","Cashback Chintai","Dentsu Digital Holdings"
"3652","Cashback Chintai","SMBC Venture Capital"
"3653","Cashboard","500 Startups"
"3654","Cashboard","Earlybird Venture Capital"
"3655","Cashboard","Heilemann Ventures"
"3656","Cashboard","Makers"
"3657","Cashboard","Redalpine Venture Partners"
"3658","Cashboard","SevenVentures"
"3659","Cashkaro","Kalaari Capital"
"3660","CashSentinel","Brigitte Baumann"
"3661","CashSentinel","Go Beyond Investing"
"3662","CashStar","FTV Capital"
"3663","CashStar","Intel Capital"
"3664","CashStar","Mosaik Partners"
"3665","CashStar","North Hill Ventures"
"3666","CashStar","Passport Capital"
"3667","Cask","Battery Ventures"
"3668","Cask","Ignition Partners"
"3669","Cask","Safeguard Scientifics"
"3670","Casper","Adam Levine"
"3671","Casper","blisce/"
"3672","Casper","Correlation Ventures"
"3673","Casper","IVP"
"3674","Casper","Leonardo DiCaprio"
